ETFs/ETCs,Ticker,Exchange,Trading Currency,Base Currency,ISIN,WKN,Valoren,SEDOL,SFDR Classification,"AUM (Base) (as of 
2022-08-12)","NAV (as of 
2022-08-12)",TER,Product Type,UCITS,Registrations,,,,,,,,,,,,,,,,,,,,,,,
Purpose Enterprise Software ESG-S UCITS ETF - Accumulating,SOFT GY,Xetra,EUR,USD,IE00BMQ8YQ50,A3CT5E ,112518149,BMXR5M8,Article 8,"3,832,975",4.9141,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,PBUY LN,LSE,GBp,USD,IE00BN7JGL35,A2QKWN,59389362,BNG9670,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IBUY FP,Paris,EUR,USD,IE00BN7JGL35,A2QKWN,59389362,BPG9N39,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IB0Y GY,Xetra,EUR,USD,IE00BN7JGL35,A2QKWN,59389362,BMT6499,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IBUY LN,LSE,USD,USD,IE00BN7JGL35,A2QKWN,59389362,BNG9658,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IBUY SE,SIX,CHF,USD,IE00BN7JGL35,A2QKWN,59389362,BMC7PF2,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IBUY IM,Borsa Italiana,EUR,USD,IE00BN7JGL35,A2QKWN,59389362,BMT64D3,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Global Online Retail UCITS ETF - Accumulating,IBUYN MF,BMV,USD,USD,IE00BN7JGL35,A2QKWN,59389362,BMZQGD1,Article 8,"3,689,662",2.5802,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOIN LN,LSE,USD,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMBTJ46,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOINN MF,BMV,USD,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMZQGP3,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KO1N GY,Xetra,EUR,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMXR807,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOIN FP,Paris,EUR,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMD2GJ7,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOIN IM,Borsa Italiana,EUR,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMXR829,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOIP LN,LSE,GBp,USD,IE00BMQ8YK98,A3CT5D ,112518685,BN4MYX3,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Digital Assets  Blockchain Equity UCITS ETF - Accumulating,KOIN SE,SIX,CHF,USD,IE00BMQ8YK98,A3CT5D ,112518685,BMX8DD8,Article 6,"3,523,127",2.4637,0.60%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Sustainable ESG Equity HANzero UCITS ETF  - Accumulating,SESP LN,LSE,GBp,USD,IE00BMGRZP89,A2QPZ9,111399101,BMGS7T9,Article 8,"3,440,634",6.6166,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Sustainable ESG Equity HANzero UCITS ETF  - Accumulating,SESG SE,SIX,CHF,USD,IE00BMGRZP89,A2QPZ9,111399101,BMX8DC7,Article 8,"3,440,634",6.6166,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Sustainable ESG Equity HANzero UCITS ETF  - Accumulating,SESG IM,Borsa Italiana,EUR,USD,IE00BMGRZP89,A2QPZ9,111399101,BMCFKG2,Article 8,"3,440,634",6.6166,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Sustainable ESG Equity HANzero UCITS ETF  - Accumulating,ASWN GY,Xetra,EUR,USD,IE00BMGRZP89,A2QPZ9,111399101,BMCFKJ5,Article 8,"3,440,634",6.6166,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Sustainable ESG Equity HANzero UCITS ETF  - Accumulating,SESG LN,LSE,USD,USD,IE00BMGRZP89,A2QPZ9,111399101,BMGS7S8,Article 8,"3,440,634",6.6166,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Grayscale Future of Finance UCITS ETF - Accumulating,GFOF LN,LSE,USD,USD,IE000TVPSRI1,A3DJZD,118139607,BP6LTB5,Article 6,"2,599,263",9.9970,0.70%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Grayscale Future of Finance UCITS ETF - Accumulating,GFOP LN,LSE,GBP,USD,IE000TVPSRI1,A3DJZD,118139607,BP6LTD7,Article 6,"2,599,263",9.9970,0.70%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Grayscale Future of Finance UCITS ETF - Accumulating,GFOF IM,Borsa Italiana,EUR,USD,IE000TVPSRI1,A3DJZD,118139607,BNDB2Y8,Article 6,"2,599,263",9.9970,0.70%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Grayscale Future of Finance UCITS ETF - Accumulating,GF0F GY,Xetra,EUR,USD,IE000TVPSRI1,A3DJZD,118139607,BNDB2Z9,Article 6,"2,599,263",9.9970,0.70%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Electric Vehicle Charging Infrastructure UCITS ETF - Accumulating,ELEC GY,Xetra,EUR,USD,IE000HMSHYJ6,A3DGLA ,118050845,BPCJFQ0,Article 8,"2,240,498",8.6173,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Electric Vehicle Charging Infrastructure UCITS ETF - Accumulating,ELEC IM,Borsa Italiana,EUR,USD,IE000HMSHYJ6,A3DGLA ,118050845,BPCJF71,Article 8,"2,240,498",8.6173,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Electric Vehicle Charging Infrastructure UCITS ETF - Accumulating,ELEC LN,LSE,USD,USD,IE000HMSHYJ6,A3DGLA ,118050845,BMD1WW9,Article 8,"2,240,498",8.6173,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Electric Vehicle Charging Infrastructure UCITS ETF - Accumulating,ELEP LN,LSE,GBp,USD,IE000HMSHYJ6,A3DGLA ,118050845,BMD1WX0,Article 8,"2,240,498",8.6173,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETSN MF,BMV,USD,USD,IE00BNTVVW33,A3CPGJ,111372663,BMZQG75,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETZ FP,Paris,EUR,USD,IE00BNTVVW33,A3CPGJ,111372663,BPG9N62,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETP LN,LSE,GBp,USD,IE00BNTVVW33,A3CPGJ,111372663,BMTR0S3,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETS IM,Borsa Italiana,EUR,USD,IE00BNTVVW33,A3CPGJ,111372663,BL6KDM3,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETS LN,LSE,USD,USD,IE00BNTVVW33,A3CPGJ,111372663,BMTR0L6,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETS SE,SIX,CHF,USD,IE00BNTVVW33,A3CPGJ,111372663,BMX8D38,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Fischer Sports Betting  iGaming UCITS ETF - Accumulating,BETS GY,Xetra,EUR,USD,IE00BNTVVW33,A3CPGJ,111372663,BL6KDN4,Article 8,"1,855,202",4.7569,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,FMQP LN,LSE,GBp,USD,IE000WF4FCJ3,A3CY1W,113317464,BKSH8C0,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,FMQQ LN,LSE,USD,USD,IE000WF4FCJ3,A3CY1W,113317464,BKSH8B9,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,FMQQN MF,BMV,USD,USD,IE000WF4FCJ3,A3CY1W,113317464,BM9F4X0,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,FMQQ SE,SIX,CHF,USD,IE000WF4FCJ3,A3CY1W,113317464,BMX8DF0,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,XMQQ GY,Xetra,EUR,USD,IE000WF4FCJ3,A3CY1W,113317464,BN7FZV4,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
FMQQ Next Frontier Internet  Ecommerce ESG-S UCITS ETF - Accumulating,FMQQ IM,Borsa Italiana,EUR,USD,IE000WF4FCJ3,A3CY1W,113317464,BN7FZT2,Article 8,"1,263,116",4.8581,0.86%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX IM,Borsa Italiana,EUR,USD,IE00BMFNWJ02,A3CPGK,111372665,BL6KDV2,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOP LN,LSE,GBp,USD,IE00BMFNWJ02,A3CPGK,111372665,BMTR1B3,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX FP,Paris,EUR,USD,IE00BMFNWJ02,A3CPGK,111372665,BPG9ND9,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX GY,Xetra,EUR,USD,IE00BMFNWJ02,A3CPGK,111372665,BL6KDW3,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX SE,SIX,CHF,USD,IE00BMFNWJ02,A3CPGK,111372665,BMX8DB6,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOXN MF,BMV,USD,USD,IE00BMFNWJ02,A3CPGK,111372665,BMZQGL9,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX LN,LSE,USD,USD,IE00BMFNWJ02,A3CPGK,111372665,BMTR146,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOLCHF SE,SIX,CHF,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CFB2,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOL SE,SIX,USD,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CDW9,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOM GY,Xetra,USD,USD,DE000A3GVKZ1,A3GVKZ,115256504,BN6KDG1,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOLGBP SE,SIX,GBp,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CF56,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOL GY,Xetra,EUR,USD,DE000A3GVKZ1,A3GVKZ,115256504,BN473S6,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAM GY,Xetra,USD,USD,DE000A3GVKY4,A3GVKY,115256508,BN6KDD8,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAN SE,SIX,USD,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CDV8,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDANCHF SE,SIX,CHF,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CF90,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDANGBP SE,SIX,GBp,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CF56,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAN GY,Xetra,EUR,USD,DE000A3GVKY4,A3GVKY,115256508,BN473R5,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRQ GY,Xetra,USD,USD,DE000A3GYNB0,A3GYNB,118513061,BQ7ZVC8,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRP SE,SIX,CHF,USD,DE000A3GYNB0,A3GYNB,118513061,BP2R401,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRP GY,Xetra,EUR,USD,DE000A3GYNB0,A3GYNB,118513061,BQ7ZVB7,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH GY,Xetra,EUR,USD,DE000A3GTBU5,A3GTBU,,BMYLH45,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCG GY,Xetra,EUR,USD,DE000A3GTBU5,A3GTBU,,BMFCDW7,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH FP,Paris,EUR,USD,DE000A3GTBU5,A3GTBU,,BN11JD8,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH NA,Amsterdam,USD,USD,DE000A3GTBU5,A3GTBU,,BN11JC7,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XLMetc - ETC Group Physical Stellar ,STLR GY,Xetra,EUR,USD,DE000A3GVK06,A3GVK0,,BN473M0,,"222,829",3.1009,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XLMetc - ETC Group Physical Stellar ,STLS GY,Xetra,USD,USD,DE000A3GVK06,A3GVK0,,BN6KDH2,,"222,829",3.1009,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKACHF SE,SIX,CHF,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CF89,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKAGBP SE,SIX,GBp,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CF34,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKA SE,SIX,USD,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CDT6,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKB GY,Xetra,USD,USD,DE000A3GVKX6,A3GVKX,115256505,BN6KDF0,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKA GY,Xetra,EUR,USD,DE000A3GVKX6,A3GVKX,115256505,BN473Q4,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XTZetc - ETC Group Physical Tezos ,EXTZ GY,Xetra,EUR,USD,DE000A3GVK14,A3GVK1,,BN473N1,,"150,537",1.8841,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XTZetc - ETC Group Physical Tezos ,EXTY GY,Xetra,USD,USD,DE000A3GVK14,A3GVK1,,BN6KDJ4,,"150,537",1.8841,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
UNIetc - ETC Group Physical Uniswap,USWA GY,Xetra,EUR,USD,DE000A3GWNR0,A3GWNR,,BPCQLD0,,"107,337",9.0101,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
UNIetc - ETC Group Physical Uniswap,USWB GY,Xetra,USD,USD,DE000A3GWNR0,A3GWNR,,BPCQLM9,,"107,337",9.0101,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCF GY,Xetra,USD,USD,DE000A3GWNP4,A3GWNP,116602579,BPCQLQ3,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCECHF SE,SIX,CHF,USD,DE000A3GWNP4,A3GWNP,116602579,BN4PVG4,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCE GY,Xetra,EUR,USD,DE000A3GWNP4,A3GWNP,116602579,BPCQLK7,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCE SE,SIX,USD,USD,DE000A3GWNP4,A3GWNP,116602579,BMZQ147,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCEGBP SE,SIX,GBP,USD,DE000A3GWNP4,A3GWNP,116602579,BMZQ170,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCEEUR SE,SIX,EUR,USD,DE000A3GWNP4,A3GWNP,116602579,BN4PVF3,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATME SE,SIX,USD,USD,DE000A3GWNQ2,A3GWNQ,116602581,BMZQ114,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATME GY,Xetra,EUR,USD,DE000A3GWNQ2,A3GWNQ,116602581,BPCQLF2,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
